sample,subsid,pid,name,id,completed,user_last_section,ip,date,time_in,time_out,user_browser,user_setid_dce1,user_language,user_combo,IMP_Order,DCE_pg1,DCE_least1,DCE_most1,DCE_pg2,DCE_least2,DCE_most2,DCE_pg3,DCE_least3,DCE_most3,DCE_pg4,DCE_least4,DCE_most4,DCE_pg5,DCE_least5,DCE_most5,DCE_pg6,DCE_least6,DCE_most6,DCE_pg7,DCE_least7,DCE_most7,DCE_pg8,DCE_least8,DCE_most8,DCE_pg9,DCE_least9,DCE_most9,DCE_pg10,DCE_least10,DCE_most10,DCEclick_1,DCEclick_2,DCEclick_3,DCEclick_4,DCEclick_5,DCEclick_6,DCEclick_7,DCEclick_8,DCEclick_9,DCEclick_10,ocean_days,rec_swim,rec_boat,rec_surf,rec_scuba,rec_powerboat,rec_recfish,rec_sightsee,rec_none,rec_other,rec_specify,jobs_comfish,jobs_aquaculture,jobs_firstnations,jobs_tourism,jobs_transport,jobs_port,jobs_govt,jobs_none,jobs_other,jobs_specify,seafood_eat,foodprovision_general,foodprovision_xx,aboriginalneeds_general,aboriginalneeds_xx,nonfood_general,nonfood_xx,carbonstorage_general,carbonstorage_xx,coastalprotection_general,coastalprotection_xx,coastallivelihood_general,coastallivelihood_xx,tourismrec_general,tourismrec_xx,icons_general,icons_xx,cleanwater_general,cleanwater_xx,biodiversity_general,biodiversity_xx,demoone_gender,demoone_education,demotwo_livedCanada,demotwo_fsa,envr_org,envr_protest,political_party,demothree_income,demothree_householdsize,demothree_age,comments
BC,410194365,,English25,25,y,hco_thankyou.php,,05/03/2014,17:23:51,17:33:09,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,English,2010,54321,9,7,9,5,2,5,4,2,5,2,2,9,8,3,9,3,3,5,6,7,6,10,7,6,7,7,9,1,7,5,,,,,,,,,,,10to29,1,1,,1,,1,,,,,,,,,,,,1,,,atleast1wk,5,,4,,4,,5,,5,,4,,4,,5,,5,,5,,male,somepost,morethan20,V1V,no,no,noparty,6,4,65plus,
BC,410195914,,English26,26,y,hco_thankyou.php,,05/03/2014,17:24:03,17:34:22,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,English,2011,12345,7,7,9,2,2,9,5,2,9,4,6,5,6,3,8,1,7,5,8,6,9,10,7,4,3,3,8,9,7,9,,,,,,,,,,,10to29,,,,,,,,,,cruising on cruise ship,,,,,,,,1,,,7to11yr,4,,3,,3,,3,,4,,3,,3,,4,,5,,4,,female,HS,morethan20,v1j,no,no,noresponse,2,3,55to64,
BC,410272395,,English27,27,y,hco_thankyou.php,,05/03/2014,17:25:25,18:03:59,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,English,2012,54321,2,2,9,8,3,9,9,2,4,3,3,4,4,2,4,7,7,9,5,2,10,1,3,10,6,2,8,10,7,10,,,,,,,,,,,10to29,,,,,1,1,,,,,,,,,,,,1,,,atleast1wk,5,,1,,5,,5,,5,,4,,5,,5,,5,,5,,male,bachelors,morethan20,V3B,yes,no,green,8,2,45to54,
BC,410106445,,English28,28,y,hco_thankyou.php,,05/03/2014,17:26:10,17:37:59,Mozilla/5.0 (Windows NT 5.1; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2013,12345,9,3,7,7,7,9,1,3,1,10,7,1,2,2,9,8,6,9,6,3,6,3,3,5,5,2,9,4,2,1,,,,,,,,,,,10to29,,,,,1,1,,,,,,,,,,,,1,,,1to2month,3,,4,,2,,4,,5,,4,,5,,5,,5,,4,,male,somepost,morethan20,v9l,no,no,green,3,2,65plus,
BC,410214229,,English29,29,y,hco_thankyou.php,,05/03/2014,17:26:22,17:36:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2014,54321,8,3,9,5,6,5,6,2,8,1,7,10,7,7,9,10,7,10,4,1,2,3,3,10,9,3,9,2,1,10,,,,,,,,,,,none,1,1,,,,,,,,,,,,,,,,1,,,3month,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,male,college,morethan20,v6y,no,no,liberal,4,1,25to34,
BC,410109346,,English31,31,y,hco_comments.php,,05/03/2014,17:27:12,17:34:36,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2016,54321,7,7,9,10,7,10,1,7,1,4,4,1,6,2,8,3,5,10,9,7,9,5,2,10,8,6,1,2,2,8,,,,,,,,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,3month,5,,5,,5,,5,,5,,5,,5,,5,,5,,4,,male,somepost,morethan20,,no,no,liberal,4,,65plus,
BC,410094738,,English30,30,y,hco_thankyou.php,,05/03/2014,17:26:48,17:34:11,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,English,2015,12345,5,2,9,8,3,9,2,2,9,6,2,6,3,3,5,9,2,9,1,3,5,10,4,6,7,4,9,4,2,6,,,,,,,,,,,30to49,,,,,,,,,,suntanning,,,,,,,,1,,,7to11yr,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,male,bachelors,morethan20,V8R,no,no,noresponse,3,1,35to44,
BC,410287409,,English32,32,,hco_cleanwater_biodiversity_importance.php,,05/03/2014,17:28:19,,Mozilla/5.0 (Windows NT 6.1; rv:18.0) Gecko/20100101 Firefox/18.0,,English,2017,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50to100,,,,,1,,1,,,,,,,,,,,1,,,3to6yr,4,,5,,4,,5,,4,,5,,3,,5,,,,,,,,,,,,,,,,
BC,410032607,,English33,33,y,hco_thankyou.php,,05/03/2014,17:28:52,17:35:51,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),,English,2018,54321,2,2,9,8,3,9,7,7,9,5,2,9,6,2,8,1,3,10,9,2,9,10,7,10,4,2,5,3,3,5,,,,,,,,,,,50to100,1,1,,,1,1,,,,,,,,,,,,1,,,atleast1wk,4,,3,,3,,4,,3,,3,,4,,5,,5,,5,,female,graduate,morethan20,v6h,no,no,NDP,4,1,55to64,I enjoyed doing this survey as I think this is a valuable topic to be discussed and it challenged me to think about my priorities.
BC,410237209,,English34,34,y,hco_thankyou.php,,05/03/2014,17:29:51,17:36:56,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2019,12345,5,6,10,8,8,1,9,7,4,3,8,4,6,8,6,1,3,10,4,1,4,2,8,10,7,8,4,10,7,4,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,1to2month,4,,4,,4,,5,,5,,4,,4,,4,,4,,4,,male,HS,morethan20,v3c,no,no,liberal,6,4,45to54,
BC,410261904,,English35,35,y,hco_thankyou.php,,05/03/2014,17:31:07,17:45:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,English,2020,54321,10,7,10,1,7,5,8,1,9,7,7,9,4,1,5,9,7,9,6,7,3,5,2,10,2,2,10,3,4,5,,,,,,,,,,,5to9,1,1,,,1,,1,,,,,,,,,,,1,,,7to11yr,5,,3,,3,,4,,5,,4,,4,,5,,5,,4,,female,bachelors,morethan20,v8t,no,yes,green,4,2,25to34,
BC,410194729,,English36,36,y,hco_thankyou.php,,05/03/2014,17:32:21,17:40:17,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,English,2021,12345,1,7,0,10,4,6,2,10,9,4,4,6,8,8,9,6,8,6,5,10,9,7,8,9,3,8,5,9,4,9,,,,,,,,,,,30to49,,,,,,,1,,,,,,,,,,,1,,,1to2month,4,,4,,4,,3,,5,,5,,3,,4,,5,,5,,female,somepost,morethan20,V2A,no,no,CPC,9,2,65plus,
BC,410299547,,English37,37,y,hco_thankyou.php,,05/03/2014,17:33:29,17:38:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,English,2022,54321,3,3,5,2,1,9,7,7,9,1,7,5,6,7,8,8,3,9,9,7,9,10,7,1,4,2,1,5,2,9,,,,,,,,,,,lessthan5,,,,,,,,1,,,,,,,,,,1,,,7to11yr,4,,3,,4,,5,,5,,3,,3,,3,,5,,5,,male,bachelors,morethan20,V2Y,no,no,CPC,9,6,35to44,
BC,410174342,,English38,38,y,hco_thankyou.php,,05/03/2014,17:36:56,17:49:37,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,English,2023,12345,9,2,9,8,3,9,6,3,6,2,2,9,3,3,5,4,2,6,1,3,5,10,7,6,7,7,9,5,2,9,,,,,,,,,,,30to49,1,,,,1,,,,,,,,,,,,,1,,,1to2month,3,,3,,3,,4,,4,,4,,3,,4,,5,,5,,female,college,morethan20,V5A,no,no,green,5,2,55to64,
BC,410297892,,English39,39,,hco_cleanwater_biodiversity_importance.php,,05/03/2014,17:37:05,,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-ca; LG-P935 Build/GRJ90) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",,English,2024,54321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,morethan100,,,,,,,1,,,I live near the ocean,,,,,,,,1,,,atleast1wk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC,410065749,,English40,40,y,hco_thankyou.php,,05/03/2014,17:37:16,17:44:43,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),,English,2025,12345,3,3,4,1,7,10,6,2,8,2,2,9,4,2,4,5,2,9,10,7,4,9,2,9,7,7,9,8,3,9,,,,,,,,,,,morethan100,1,,,,,,1,,,,,,,,,,,1,,,7to11yr,4,,2,,3,,5,,5,,4,,2,,5,,5,,5,,female,bachelors,morethan20,V9N,no,no,green,2,1,25to34,
BC,410274064,,English41,41,y,hco_thankyou.php,,05/03/2014,17:37:25,17:45:42,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0; .NET4.0C; .NET4.0E),,English,2026,54321,3,3,5,2,2,10,8,3,9,4,2,5,9,3,9,1,7,5,5,2,5,7,7,4,6,3,8,10,7,10,,,,,,,,,,,morethan100,,,,,,,,1,,,,,,,,,,1,,,3to6yr,5,,4,,3,,3,,5,,5,,4,,5,,5,,5,,female,HS,morethan20,,no,no,NDP,1,,65plus,
BC,410272828,,English42,42,y,hco_thankyou.php,,05/03/2014,17:37:47,17:40:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",,English,2027,12345,3,3,4,6,2,6,7,7,8,5,5,6,10,7,10,2,1,2,9,3,9,8,9,8,1,10,1,4,4,5,,,,,,,,,,,5to9,1,1,,,,,,,,,1,1,,,,,,,,,Never,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,male,elementary,lessthan2,,yes,yes,Bloc,1,2,20to24,
BC,410085002,,English43,43,y,hco_thankyou.php,,05/03/2014,17:38:57,17:43:44,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; McAfee; ASU2JS),,English,2028,54321,2,2,9,8,3,9,7,7,5,5,6,9,6,3,7,1,3,10,9,3,7,10,10,6,4,2,5,3,3,10,,checked,,,,,,,,,30to49,1,,,,,1,,,,,1,,,,,,,,,,1to2month,,,2,,3,,3,,5,,4,,4,,5,,5,,3,,male,somepost,morethan20,v3h,no,no,green,5,3,55to64,
BC,410271610,,English44,44,y,hco_thankyou.php,,05/03/2014,17:39:11,17:43:15,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; .NET4.0C),,English,2029,12345,5,6,10,8,6,1,9,7,9,3,8,10,6,7,3,1,7,10,4,6,1,2,8,1,7,7,9,10,7,1,,,,,,,,,,,5to9,,,,,1,,,,,,,,,,,,,1,,,3month,4,,2,,4,,4,,4,,3,,3,,3,,5,,5,,female,college,morethan20,v4t,no,no,noparty,9,3,35to44,
BC,410198681,,English45,45,y,hco_thankyou.php,,05/03/2014,17:40:04,17:45:13,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,English,2030,54321,10,7,4,1,3,1,8,3,8,7,7,5,4,2,5,9,2,9,6,2,8,5,2,5,2,2,8,3,3,5,,,,,,,,,,,morethan100,,1,,,,,,,1,playing in the sand with my kids,,,,,,,,1,,,1to2month,5,,1,,4,,5,,,,5,,,,5,,5,,5,,female,bachelors,morethan20,v3e,no,no,CPC,6,4,35to44,
BC,410138576,,English46,46,y,hco_thankyou.php,,05/03/2014,17:40:06,17:49:15,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,English,2031,12345,1,3,1,10,7,1,2,8,9,4,5,1,8,3,9,6,3,6,5,5,9,7,7,9,3,3,10,9,7,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,1to2month,5,,4,,4,,5,,5,,4,,4,,5,,5,,5,,female,somepost,morethan20,v2s,no,no,green,4,2,65plus,
BC,410103399,,English47,47,y,hco_thankyou.php,,05/03/2014,17:40:20,17:50:36,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,English,2032,54321,3,4,5,2,2,1,7,8,9,1,3,1,6,3,6,8,3,9,9,3,9,10,7,1,4,2,1,5,2,9,,,,,,,,,,,lessthan5,1,,,1,1,,,,,,,,,,,,,1,,,atleast1wk,4,,2,,3,,3,,4,,4,,4,,4,,5,,4,,male,somepost,morethan20,V2B,no,yes,CPC,4,2,65plus,
BC,410102267,,English48,48,y,hco_thankyou.php,,05/03/2014,17:41:02,17:48:54,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2033,12345,9,2,7,8,3,1,6,3,8,2,2,10,3,3,5,4,2,6,1,3,5,10,7,6,7,7,9,5,2,9,,,,,,,,,,,10to29,,,,,,1,,,,,,,,,,,,1,,,1to2month,5,,3,,4,,5,,5,,5,,5,,5,,5,,5,,male,HS,morethan20,,no,yes,liberal,4,2,65plus,"tHE OCEANS HAVE TO REMAIN CLEAN, TO SUSTAIN ALL MARINE LIFE."
BC,410237876,,English50,50,y,hco_thankyou.php,,05/03/2014,17:42:16,17:51:55,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),,English,2035,12345,3,4,8,1,3,7,6,2,8,2,2,9,4,2,1,5,2,9,10,4,7,9,2,9,7,4,9,8,3,9,,,,,,,,,,,50to100,,,,,,,,,1,walking my dog along the beach,,,,,,,,1,,,3to6yr,3,,1,,3,,2,,2,,2,,3,,4,,4,,3,,male,somepost,morethan20,v6g,no,no,dontknow,9,1,55to64,
BC,410341997,,English49,49,y,hco_thankyou.php,,05/03/2014,17:42:14,17:46:34,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2034,54321,2,2,9,6,3,8,3,3,5,5,2,5,7,7,5,1,3,5,4,2,5,9,2,9,8,3,9,10,7,10,,,,,,,,,,,10to29,1,,,1,1,,1,,,,,,,,,,,1,,,atleast1wk,4,,3,,2,,5,,5,,4,,4,,5,,5,,5,,female,bachelors,morethan20,v2k,yes,yes,green,7,2,25to34,
BC,410053258,,English51,51,y,hco_thankyou.php,,05/03/2014,17:42:37,17:55:17,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0),,English,2036,54321,3,3,10,2,2,10,8,3,9,4,2,1,9,2,9,1,3,1,5,2,9,7,5,9,6,3,6,10,10,1,,,,,,,,,,,none,1,,,,1,,1,,,,,,,,,,,1,,,7to11yr,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,male,somepost,morethan20,V1W,no,no,liberal,4,2,65plus,OUR SURROUNGING WATER MUST BE KEPT CLEAN & HEALTHY SO THAT THE NEXT GENERATION WILL BE ABLE TO ENJOY & USE THE OCEAN PROVIDES JOBS FOOD & ENJOYMENT TO ALL PEOPLE
BC,410316208,,English52,52,y,hco_thankyou.php,,05/03/2014,17:43:08,17:52:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9",,English,2037,12345,3,5,4,6,2,6,7,5,9,5,2,9,10,7,1,2,8,1,9,7,9,8,8,1,1,5,1,4,5,1,,,,,,,,,,,30to49,1,1,,1,,,1,,,,,,,,,,,1,,,atleast1wk,5,,4,,5,,5,,5,,5,,5,,5,,5,,5,,male,college,morethan20,V3K,yes,no,dontknow,5,2,55to64,"These surveys help us to appreciate our environment, which we usually take for granted. This was a thought provoking survey. Thank you."
BC,410321599,,English53,53,y,hco_thankyou.php,,05/03/2014,17:43:12,17:51:36,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2038,54321,2,2,10,8,8,9,7,7,9,5,2,10,6,2,6,1,3,10,9,3,9,10,7,10,4,2,4,3,3,10,,,,,,,,,,,30to49,1,,1,1,1,,,,,,,,,,,,,1,,,3month,4,,3,,3,,5,,4,,4,,4,,4,,5,,5,,female,college,morethan20,v6p,no,yes,dontknow,1,1,20to24,
BC,410302415,,English54,54,y,hco_thankyou.php,,05/03/2014,17:43:42,18:00:11,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,English,2039,12345,5,2,10,8,6,1,9,2,9,3,4,10,6,2,8,1,7,1,4,2,1,2,2,1,7,4,9,10,4,1,,,,,,,,,,,morethan100,,,,,,1,1,,,,,,,,,,,1,,,1to2month,4,,1,,,,,,4,,3,,3,,5,,5,,4,,male,college,morethan20,V0r,no,no,noparty,6,2,45to54,
BC,410095405,,English55,55,y,hco_thankyou.php,,05/03/2014,17:43:47,17:54:52,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:27.0) Gecko/20100101 Firefox/27.0,,English,2040,54321,2,2,1,1,3,5,9,3,9,8,3,9,10,7,6,5,2,5,7,7,5,4,2,5,3,3,5,6,7,6,,,,,,,,,,,morethan100,1,1,,,,,1,,1,Sailing,,,,,,,,1,,,atleast1wk,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,female,bachelors,morethan20,V9T,no,yes,green,4,2,55to64,This is the best survey and most interesting that I have done in a long time. The protection of the ocean is very critical and I fear that too many groups do not want to take this seriously enough. I really struggled with having to make a best/worst choice because I believe all the elements are critical to a healthy ocean future. Thank you for providing this survey.
BC,410276315,,English56,56,y,hco_thankyou.php,,05/03/2014,17:43:59,21:14:41,"Mozilla/5.0 (iPad; CPU OS 7_0_6 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B651 Safari/9537.53",,English,2041,12345,2,2,1,10,4,6,7,4,7,9,4,7,8,3,6,5,2,6,1,3,7,4,4,6,3,4,10,6,2,6,,,,,,,,,,,5to9,1,,,,,,1,,,,,,,,,,,1,,,atleast1wk,5,,1,,5,,1,,5,,5,,5,,5,,5,,5,,male,graduate,morethan20,v4r,no,no,CPC,9,2,65plus,
BC,410047954,,English57,57,y,hco_thankyou.php,,05/03/2014,17:44:00,18:16:07,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko,,English,2042,54321,9,3,9,2,10,1,6,3,6,10,7,1,7,4,9,3,10,5,5,10,9,1,3,1,4,4,1,8,3,9,checked,,checked,checked,,,,checked,checked,checked,5to9,,,,,,,,,,Family picnic on an island,,,,,,,,1,,,3to6yr,4,,4,,5,,4,,4,,5,,5,,5,,5,,5,,male,HS,morethan20,V3A,no,no,noparty,2,2,65plus,
