id,name,pbw_cs,pbw_choice,pbw_choicenumeric,sweight,seq,task
99910615,English10615,8,CleanWaters,9,1,1,9
99910615,English10615,8,NonFoodProducts,3,-1,2,9
99910615,English10615,2,CleanWaters,9,1,1,10
99910615,English10615,2,AboriginalNeeds,2,-1,2,10
99910616,English10616,5,CoastalProtection,5,1,1,1
99910616,English10616,5,AboriginalNeeds,2,-1,2,1
99910616,English10616,8,Foodprovision,1,1,1,2
99910616,English10616,8,NonFoodProducts,3,-1,2,2
99910616,English10616,9,CleanWaters,9,1,1,3
99910616,English10616,9,AboriginalNeeds,2,-1,2,3
99910616,English10616,7,CleanWaters,9,1,1,4
99910616,English10616,7,TourismandRecreation,7,-1,2,4
99910616,English10616,2,CleanWaters,9,1,1,5
99910616,English10616,2,AboriginalNeeds,2,-1,2,5
99910616,English10616,4,Foodprovision,1,1,1,6
99910616,English10616,4,AboriginalNeeds,2,-1,2,6
99910616,English10616,1,Foodprovision,1,1,1,7
99910616,English10616,1,NonFoodProducts,3,-1,2,7
99910616,English10616,10,Foodprovision,1,1,1,8
99910616,English10616,10,TourismandRecreation,7,-1,2,8
99910616,English10616,3,CoastalProtection,5,1,1,9
99910616,English10616,3,NonFoodProducts,3,-1,2,9
99910616,English10616,6,CoastalLivelihoods,6,1,1,10
99910616,English10616,6,AboriginalNeeds,2,-1,2,10
99910617,English10617,4,CarbonStorage,4,1,1,1
99910617,English10617,4,CoastalProtection,5,-1,2,1
99910617,English10617,10,CarbonStorage,4,1,1,2
99910617,English10617,10,Biodiversity,10,-1,2,2
99910617,English10617,9,NonFoodProducts,3,1,1,3
99910617,English10617,9,CleanWaters,9,-1,2,3
99910617,English10617,7,TourismandRecreation,7,1,1,4
99910617,English10617,7,CleanWaters,9,-1,2,4
99910617,English10617,8,NonFoodProducts,3,1,1,5
99910617,English10617,8,CleanWaters,9,-1,2,5
99910617,English10617,3,NonFoodProducts,3,1,1,6
99910617,English10617,3,Biodiversity,10,-1,2,6
99910617,English10617,1,NonFoodProducts,3,1,1,7
99910617,English10617,1,Biodiversity,10,-1,2,7
99910617,English10617,2,AboriginalNeeds,2,1,1,8
99910617,English10617,2,CleanWaters,9,-1,2,8
99910617,English10617,5,AboriginalNeeds,2,1,1,9
99910617,English10617,5,CleanWaters,9,-1,2,9
99910617,English10617,6,NonFoodProducts,3,1,1,10
99910617,English10617,6,CoastalLivelihoods,6,-1,2,10
99910618,English10618,3,CoastalProtection,5,1,1,1
99910618,English10618,3,NonFoodProducts,3,-1,2,1
99910618,English10618,1,CoastalProtection,5,1,1,2
99910618,English10618,1,NonFoodProducts,3,-1,2,2
99910618,English10618,5,CoastalProtection,5,1,1,3
99910618,English10618,5,AboriginalNeeds,2,-1,2,3
99910618,English10618,4,CoastalProtection,5,1,1,4
99910618,English10618,4,Foodprovision,1,-1,2,4
99910618,English10618,6,CoastalLivelihoods,6,1,1,5
99910618,English10618,6,NonFoodProducts,3,-1,2,5
99910618,English10618,2,Biodiversity,10,1,1,6
99910618,English10618,2,AboriginalNeeds,2,-1,2,6
99910618,English10618,10,CarbonStorage,4,1,1,7
99910618,English10618,10,TourismandRecreation,7,-1,2,7
99910618,English10618,7,CoastalProtection,5,1,1,8
99910618,English10618,7,TourismandRecreation,7,-1,2,8
99910618,English10618,9,CleanWaters,9,1,1,9
99910618,English10618,9,NonFoodProducts,3,-1,2,9
99910618,English10618,8,CleanWaters,9,1,1,10
99910618,English10618,8,Foodprovision,1,-1,2,10
99910619,English10619,4,CoastalProtection,5,1,1,1
99910619,English10619,4,AboriginalNeeds,2,-1,2,1
99910619,English10619,9,CleanWaters,9,1,1,2
99910619,English10619,9,AboriginalNeeds,2,-1,2,2
99910619,English10619,2,IconicPlacesandSpecies,8,1,1,3
99910619,English10619,2,AboriginalNeeds,2,-1,2,3
99910619,English10619,5,CoastalProtection,5,1,1,4
99910619,English10619,5,AboriginalNeeds,2,-1,2,4
99910619,English10619,1,CoastalProtection,5,1,1,5
99910619,English10619,1,Foodprovision,1,-1,2,5
99910619,English10619,8,NonFoodProducts,3,1,1,6
99910619,English10619,8,Foodprovision,1,-1,2,6
99910619,English10619,7,CoastalProtection,5,1,1,7
99910619,English10619,7,TourismandRecreation,7,-1,2,7
99910619,English10619,10,TourismandRecreation,7,1,1,8
99910619,English10619,10,CarbonStorage,4,-1,2,8
99910619,English10619,3,CoastalProtection,5,1,1,9
99910619,English10619,3,CarbonStorage,4,-1,2,9
99910619,English10619,6,IconicPlacesandSpecies,8,1,1,10
99910619,English10619,6,AboriginalNeeds,2,-1,2,10
99910620,English10620,9,CleanWaters,9,1,1,1
99910620,English10620,9,NonFoodProducts,3,-1,2,1
99910620,English10620,5,CleanWaters,9,1,1,2
99910620,English10620,5,Biodiversity,10,-1,2,2
99910620,English10620,6,CoastalLivelihoods,6,1,1,3
99910620,English10620,6,NonFoodProducts,3,-1,2,3
99910620,English10620,10,Foodprovision,1,1,1,4
99910620,English10620,10,CarbonStorage,4,-1,2,4
99910620,English10620,2,CleanWaters,9,1,1,5
99910620,English10620,2,Biodiversity,10,-1,2,5
99910620,English10620,3,IconicPlacesandSpecies,8,1,1,6
99910620,English10620,3,NonFoodProducts,3,-1,2,6
99910620,English10620,1,Foodprovision,1,1,1,7
99910620,English10620,1,TourismandRecreation,7,-1,2,7
99910620,English10620,4,Foodprovision,1,1,1,8
99910620,English10620,4,CarbonStorage,4,-1,2,8
99910620,English10620,8,CleanWaters,9,1,1,9
99910620,English10620,8,NonFoodProducts,3,-1,2,9
99910620,English10620,7,IconicPlacesandSpecies,8,1,1,10
99910620,English10620,7,CarbonStorage,4,-1,2,10
99910621,English10621,6,CoastalLivelihoods,6,1,1,1
99910621,English10621,6,IconicPlacesandSpecies,8,-1,2,1
99910621,English10621,4,CoastalLivelihoods,6,1,1,2
99910621,English10621,4,CarbonStorage,4,-1,2,2
99910621,English10621,8,CleanWaters,9,1,1,3
99910621,English10621,8,IconicPlacesandSpecies,8,-1,2,3
99910621,English10621,7,CoastalProtection,5,1,1,4
99910621,English10621,7,IconicPlacesandSpecies,8,-1,2,4
99910621,English10621,9,TourismandRecreation,7,1,1,5
99910621,English10621,9,CarbonStorage,4,-1,2,5
99910621,English10621,5,CoastalProtection,5,1,1,6
99910621,English10621,5,Biodiversity,10,-1,2,6
99910621,English10621,3,CoastalProtection,5,1,1,7
99910621,English10621,3,IconicPlacesandSpecies,8,-1,2,7
99910621,English10621,10,TourismandRecreation,7,1,1,8
99910621,English10621,10,Biodiversity,10,-1,2,8
99910621,English10621,2,Foodprovision,1,1,1,9
99910621,English10621,2,Biodiversity,10,-1,2,9
99910621,English10621,1,TourismandRecreation,7,1,1,10
99910621,English10621,1,Biodiversity,10,-1,2,10
99910622,English10622,6,CoastalLivelihoods,6,1,1,1
99910622,English10622,6,NonFoodProducts,3,-1,2,1
99910622,English10622,10,Foodprovision,1,1,1,2
99910622,English10622,10,TourismandRecreation,7,-1,2,2
99910622,English10622,1,Foodprovision,1,1,1,3
99910622,English10622,1,NonFoodProducts,3,-1,2,3
99910622,English10622,3,Biodiversity,10,1,1,4
99910622,English10622,3,NonFoodProducts,3,-1,2,4
99910622,English10622,4,Foodprovision,1,1,1,5
99910622,English10622,4,AboriginalNeeds,2,-1,2,5
99910622,English10622,9,CleanWaters,9,1,1,6
99910622,English10622,9,NonFoodProducts,3,-1,2,6
99910622,English10622,2,CleanWaters,9,1,1,7
99910622,English10622,2,IconicPlacesandSpecies,8,-1,2,7
99910622,English10622,8,Foodprovision,1,1,1,8
99910622,English10622,8,NonFoodProducts,3,-1,2,8
99910622,English10622,5,CleanWaters,9,1,1,9
99910622,English10622,5,AboriginalNeeds,2,-1,2,9
99910622,English10622,7,CleanWaters,9,1,1,10
99910622,English10622,7,IconicPlacesandSpecies,8,-1,2,10
99910623,English10623,8,CoastalLivelihoods,6,1,1,1
99910623,English10623,8,IconicPlacesandSpecies,8,-1,2,1
99910623,English10623,7,CoastalProtection,5,1,1,2
99910623,English10623,7,IconicPlacesandSpecies,8,-1,2,2
99910623,English10623,2,Foodprovision,1,1,1,3
99910623,English10623,2,AboriginalNeeds,2,-1,2,3
99910623,English10623,5,CoastalLivelihoods,6,1,1,4
99910623,English10623,5,AboriginalNeeds,2,-1,2,4
99910623,English10623,6,CoastalLivelihoods,6,1,1,5
99910623,English10623,6,NonFoodProducts,3,-1,2,5
99910623,English10623,3,CoastalProtection,5,1,1,6
99910623,English10623,3,NonFoodProducts,3,-1,2,6
99910623,English10623,9,CleanWaters,9,1,1,7
99910623,English10623,9,AboriginalNeeds,2,-1,2,7
99910623,English10623,10,CoastalLivelihoods,6,1,1,8
99910623,English10623,10,CarbonStorage,4,-1,2,8
99910623,English10623,4,CoastalLivelihoods,6,1,1,9
99910623,English10623,4,AboriginalNeeds,2,-1,2,9
99910623,English10623,1,Foodprovision,1,1,1,10
99910623,English10623,1,NonFoodProducts,3,-1,2,10
99910624,English10624,9,CleanWaters,9,1,1,1
99910624,English10624,9,AboriginalNeeds,2,-1,2,1
99910624,English10624,6,CoastalLivelihoods,6,1,1,2
99910624,English10624,6,AboriginalNeeds,2,-1,2,2
99910624,English10624,1,CoastalProtection,5,1,1,3
99910624,English10624,1,NonFoodProducts,3,-1,2,3
99910624,English10624,5,CoastalLivelihoods,6,1,1,4
99910624,English10624,5,AboriginalNeeds,2,-1,2,4
99910624,English10624,7,CleanWaters,9,1,1,5
99910624,English10624,7,CarbonStorage,4,-1,2,5
99910624,English10624,8,CoastalLivelihoods,6,1,1,6
99910624,English10624,8,NonFoodProducts,3,-1,2,6
99910624,English10624,4,CoastalLivelihoods,6,1,1,7
99910624,English10624,4,AboriginalNeeds,2,-1,2,7
99910624,English10624,10,TourismandRecreation,7,1,1,8
99910624,English10624,10,CarbonStorage,4,-1,2,8
99910624,English10624,3,CoastalProtection,5,1,1,9
99910624,English10624,3,NonFoodProducts,3,-1,2,9
99910624,English10624,2,CleanWaters,9,1,1,10
99910624,English10624,2,AboriginalNeeds,2,-1,2,10
99910625,English10625,6,CoastalLivelihoods,6,1,1,1
99910625,English10625,6,AboriginalNeeds,2,-1,2,1
99910625,English10625,4,Foodprovision,1,1,1,2
99910625,English10625,4,AboriginalNeeds,2,-1,2,2
99910625,English10625,10,CoastalLivelihoods,6,1,1,3
99910625,English10625,10,TourismandRecreation,7,-1,2,3
99910625,English10625,9,CleanWaters,9,1,1,4
99910625,English10625,9,AboriginalNeeds,2,-1,2,4
99910625,English10625,5,CleanWaters,9,1,1,5
99910625,English10625,5,AboriginalNeeds,2,-1,2,5
99910625,English10625,2,IconicPlacesandSpecies,8,1,1,6
99910625,English10625,2,AboriginalNeeds,2,-1,2,6
99910625,English10625,8,CleanWaters,9,1,1,7
99910625,English10625,8,NonFoodProducts,3,-1,2,7
99910625,English10625,3,CoastalProtection,5,1,1,8
99910625,English10625,3,NonFoodProducts,3,-1,2,8
99910625,English10625,7,CleanWaters,9,1,1,9
99910625,English10625,7,TourismandRecreation,7,-1,2,9
99910625,English10625,1,Biodiversity,10,1,1,10
99910625,English10625,1,NonFoodProducts,3,-1,2,10
99910626,English10626,7,CleanWaters,9,1,1,1
99910626,English10626,7,TourismandRecreation,7,-1,2,1
99910626,English10626,10,CarbonStorage,4,1,1,2
99910626,English10626,10,TourismandRecreation,7,-1,2,2
99910626,English10626,1,CoastalProtection,5,1,1,3
99910626,English10626,1,Foodprovision,1,-1,2,3
99910626,English10626,5,CleanWaters,9,1,1,4
99910626,English10626,5,AboriginalNeeds,2,-1,2,4
99910626,English10626,6,IconicPlacesandSpecies,8,1,1,5
99910626,English10626,6,NonFoodProducts,3,-1,2,5
99910626,English10626,9,CleanWaters,9,1,1,6
99910626,English10626,9,NonFoodProducts,3,-1,2,6
99910626,English10626,2,CleanWaters,9,1,1,7
99910626,English10626,2,AboriginalNeeds,2,-1,2,7
99910626,English10626,8,CleanWaters,9,1,1,8
99910626,English10626,8,NonFoodProducts,3,-1,2,8
99910626,English10626,4,CoastalProtection,5,1,1,9
99910626,English10626,4,AboriginalNeeds,2,-1,2,9
99910626,English10626,3,IconicPlacesandSpecies,8,1,1,10
99910626,English10626,3,NonFoodProducts,3,-1,2,10
99910627,English10627,10,CoastalLivelihoods,6,1,1,1
99910627,English10627,10,TourismandRecreation,7,-1,2,1
99910627,English10627,2,CleanWaters,9,1,1,2
99910627,English10627,2,AboriginalNeeds,2,-1,2,2
99910627,English10627,4,CoastalProtection,5,1,1,3
99910627,English10627,4,AboriginalNeeds,2,-1,2,3
99910627,English10627,3,CoastalProtection,5,1,1,4
99910627,English10627,3,NonFoodProducts,3,-1,2,4
99910627,English10627,5,CleanWaters,9,1,1,5
99910627,English10627,5,AboriginalNeeds,2,-1,2,5
99910627,English10627,8,CleanWaters,9,1,1,6
99910627,English10627,8,IconicPlacesandSpecies,8,-1,2,6
99910627,English10627,9,CleanWaters,9,1,1,7
99910627,English10627,9,TourismandRecreation,7,-1,2,7
99910627,English10627,6,CoastalLivelihoods,6,1,1,8
99910627,English10627,6,AboriginalNeeds,2,-1,2,8
99910627,English10627,1,Biodiversity,10,1,1,9
99910627,English10627,1,TourismandRecreation,7,-1,2,9
99910627,English10627,7,CleanWaters,9,1,1,10
99910627,English10627,7,TourismandRecreation,7,-1,2,10
99910628,English10628,5,CleanWaters,9,1,1,1
99910628,English10628,5,AboriginalNeeds,2,-1,2,1
99910628,English10628,1,Foodprovision,1,1,1,2
99910628,English10628,1,NonFoodProducts,3,-1,2,2
99910628,English10628,10,Foodprovision,1,1,1,3
99910628,English10628,10,CarbonStorage,4,-1,2,3
99910628,English10628,8,CleanWaters,9,1,1,4
99910628,English10628,8,NonFoodProducts,3,-1,2,4
99910628,English10628,7,CleanWaters,9,1,1,5
99910628,English10628,7,CarbonStorage,4,-1,2,5
99910628,English10628,4,Foodprovision,1,1,1,6
99910628,English10628,4,CarbonStorage,4,-1,2,6
99910628,English10628,9,CleanWaters,9,1,1,7
99910628,English10628,9,CarbonStorage,4,-1,2,7
99910628,English10628,6,TourismandRecreation,7,1,1,8
99910628,English10628,6,NonFoodProducts,3,-1,2,8
99910628,English10628,2,CleanWaters,9,1,1,9
99910628,English10628,2,AboriginalNeeds,2,-1,2,9
99910628,English10628,3,Biodiversity,10,1,1,10
99910628,English10628,3,NonFoodProducts,3,-1,2,10
99910629,English10629,1,Foodprovision,1,1,1,1
99910629,English10629,1,TourismandRecreation,7,-1,2,1
99910629,English10629,9,CleanWaters,9,1,1,2
99910629,English10629,9,TourismandRecreation,7,-1,2,2
99910629,English10629,2,CleanWaters,9,1,1,3
99910629,English10629,2,IconicPlacesandSpecies,8,-1,2,3
99910629,English10629,4,Foodprovision,1,1,1,4
99910629,English10629,4,CarbonStorage,4,-1,2,4
99910629,English10629,8,CleanWaters,9,1,1,5
99910629,English10629,8,IconicPlacesandSpecies,8,-1,2,5
99910629,English10629,6,AboriginalNeeds,2,1,1,6
99910629,English10629,6,NonFoodProducts,3,-1,2,6
99910629,English10629,5,CleanWaters,9,1,1,7
99910629,English10629,5,CoastalProtection,5,-1,2,7
99910629,English10629,10,Biodiversity,10,1,1,8
99910629,English10629,10,TourismandRecreation,7,-1,2,8
99910629,English10629,7,CleanWaters,9,1,1,9
99910629,English10629,7,TourismandRecreation,7,-1,2,9
99910629,English10629,3,Biodiversity,10,1,1,10
99910629,English10629,3,NonFoodProducts,3,-1,2,10
99910630,English10630,1,Biodiversity,10,1,1,1
99910630,English10630,1,NonFoodProducts,3,-1,2,1
99910630,English10630,10,CarbonStorage,4,1,1,2
99910630,English10630,10,TourismandRecreation,7,-1,2,2
99910630,English10630,9,CleanWaters,9,1,1,3
99910630,English10630,9,AboriginalNeeds,2,-1,2,3
99910630,English10630,3,Biodiversity,10,1,1,4
99910630,English10630,3,NonFoodProducts,3,-1,2,4
99910630,English10630,2,Biodiversity,10,1,1,5
99910630,English10630,2,AboriginalNeeds,2,-1,2,5
99910630,English10630,7,CleanWaters,9,1,1,6
99910630,English10630,7,TourismandRecreation,7,-1,2,6
99910630,English10630,6,CoastalLivelihoods,6,1,1,7
99910630,English10630,6,AboriginalNeeds,2,-1,2,7
99910630,English10630,8,Foodprovision,1,1,1,8
99910630,English10630,8,NonFoodProducts,3,-1,2,8
99910630,English10630,4,CoastalProtection,5,1,1,9
99910630,English10630,4,AboriginalNeeds,2,-1,2,9
99910630,English10630,5,Biodiversity,10,1,1,10
99910630,English10630,5,AboriginalNeeds,2,-1,2,10
99910631,English10631,9,CleanWaters,9,1,1,1
99910631,English10631,9,AboriginalNeeds,2,-1,2,1
99910631,English10631,8,CleanWaters,9,1,1,2
99910631,English10631,8,NonFoodProducts,3,-1,2,2
99910631,English10631,5,CleanWaters,9,1,1,3
99910631,English10631,5,AboriginalNeeds,2,-1,2,3
99910631,English10631,3,CoastalProtection,5,1,1,4
99910631,English10631,3,NonFoodProducts,3,-1,2,4
99910631,English10631,4,CoastalProtection,5,1,1,5
99910631,English10631,4,AboriginalNeeds,2,-1,2,5
99910631,English10631,1,CoastalProtection,5,1,1,6
99910631,English10631,1,NonFoodProducts,3,-1,2,6
99910631,English10631,10,CoastalLivelihoods,6,1,1,7
99910631,English10631,10,TourismandRecreation,7,-1,2,7
99910631,English10631,7,CleanWaters,9,1,1,8
99910631,English10631,7,TourismandRecreation,7,-1,2,8
99910631,English10631,2,CleanWaters,9,1,1,9
99910631,English10631,2,AboriginalNeeds,2,-1,2,9
99910631,English10631,6,CoastalLivelihoods,6,1,1,10
99910631,English10631,6,AboriginalNeeds,2,-1,2,10
99910632,English10632,10,Biodiversity,10,1,1,1
99910632,English10632,10,CarbonStorage,4,-1,2,1
99910632,English10632,8,CleanWaters,9,1,1,2
99910632,English10632,8,NonFoodProducts,3,-1,2,2
99910632,English10632,4,CoastalProtection,5,1,1,3
99910632,English10632,4,AboriginalNeeds,2,-1,2,3
99910632,English10632,3,Biodiversity,10,1,1,4
99910632,English10632,3,NonFoodProducts,3,-1,2,4
99910632,English10632,9,CleanWaters,9,1,1,5
99910632,English10632,9,NonFoodProducts,3,-1,2,5
99910632,English10632,6,CoastalLivelihoods,6,1,1,6
99910632,English10632,6,NonFoodProducts,3,-1,2,6
99910632,English10632,1,CoastalProtection,5,1,1,7
99910632,English10632,1,NonFoodProducts,3,-1,2,7
99910632,English10632,2,CleanWaters,9,1,1,8
99910632,English10632,2,Foodprovision,1,-1,2,8
99910632,English10632,7,CleanWaters,9,1,1,9
99910632,English10632,7,CarbonStorage,4,-1,2,9
99910632,English10632,5,CleanWaters,9,1,1,10
99910632,English10632,5,AboriginalNeeds,2,-1,2,10
99910635,English10635,6,CoastalLivelihoods,6,1,1,1
99910635,English10635,6,AboriginalNeeds,2,-1,2,1
99910635,English10635,2,Foodprovision,1,1,1,2
99910635,English10635,2,AboriginalNeeds,2,-1,2,2
99910635,English10635,3,Biodiversity,10,1,1,3
99910635,English10635,3,NonFoodProducts,3,-1,2,3
99910635,English10635,7,CleanWaters,9,1,1,4
99910635,English10635,7,TourismandRecreation,7,-1,2,4
99910635,English10635,8,CleanWaters,9,1,1,5
99910635,English10635,8,NonFoodProducts,3,-1,2,5
99910635,English10635,1,Foodprovision,1,1,1,6
99910635,English10635,1,TourismandRecreation,7,-1,2,6
99910635,English10635,9,CleanWaters,9,1,1,7
99910635,English10635,9,AboriginalNeeds,2,-1,2,7
99910635,English10635,5,CoastalLivelihoods,6,1,1,8
99910635,English10635,5,AboriginalNeeds,2,-1,2,8
99910635,English10635,10,Foodprovision,1,1,1,9
99910635,English10635,10,TourismandRecreation,7,-1,2,9
99910635,English10635,4,Foodprovision,1,1,1,10
99910635,English10635,4,AboriginalNeeds,2,-1,2,10
99910636,English10636,3,CoastalProtection,5,1,1,1
99910636,English10636,3,NonFoodProducts,3,-1,2,1
99910636,English10636,1,Foodprovision,1,1,1,2
99910636,English10636,1,NonFoodProducts,3,-1,2,2
99910636,English10636,5,CoastalLivelihoods,6,1,1,3
99910636,English10636,5,AboriginalNeeds,2,-1,2,3
99910636,English10636,4,Foodprovision,1,1,1,4
99910636,English10636,4,AboriginalNeeds,2,-1,2,4
99910636,English10636,6,CoastalLivelihoods,6,1,1,5
99910636,English10636,6,NonFoodProducts,3,-1,2,5
99910636,English10636,2,Foodprovision,1,1,1,6
99910636,English10636,2,AboriginalNeeds,2,-1,2,6
99910636,English10636,10,Foodprovision,1,1,1,7
99910636,English10636,10,CarbonStorage,4,-1,2,7
99910636,English10636,9,CleanWaters,9,1,1,8
99910636,English10636,9,NonFoodProducts,3,-1,2,8
99910636,English10636,7,CoastalProtection,5,1,1,9
99910636,English10636,7,CarbonStorage,4,-1,2,9
99910636,English10636,8,Foodprovision,1,1,1,10
99910636,English10636,8,NonFoodProducts,3,-1,2,10
99910638,English10638,5,CleanWaters,9,1,1,1
99910638,English10638,5,AboriginalNeeds,2,-1,2,1
99910638,English10638,1,Foodprovision,1,1,1,2
99910638,English10638,1,NonFoodProducts,3,-1,2,2
99910638,English10638,4,CarbonStorage,4,1,1,3
99910638,English10638,4,AboriginalNeeds,2,-1,2,3
99910638,English10638,3,CarbonStorage,4,1,1,4
99910638,English10638,3,NonFoodProducts,3,-1,2,4
99910638,English10638,7,CleanWaters,9,1,1,5
99910638,English10638,7,TourismandRecreation,7,-1,2,5
99910638,English10638,8,CleanWaters,9,1,1,6
99910638,English10638,8,NonFoodProducts,3,-1,2,6
99910638,English10638,6,IconicPlacesandSpecies,8,1,1,7
99910638,English10638,6,NonFoodProducts,3,-1,2,7
99910638,English10638,2,CleanWaters,9,1,1,8
99910638,English10638,2,AboriginalNeeds,2,-1,2,8
99910638,English10638,9,CleanWaters,9,1,1,9
99910638,English10638,9,NonFoodProducts,3,-1,2,9
99910638,English10638,10,CarbonStorage,4,1,1,10
99910638,English10638,10,TourismandRecreation,7,-1,2,10
99910639,English10639,6,CoastalLivelihoods,6,1,1,1
99910639,English10639,6,AboriginalNeeds,2,-1,2,1
99910639,English10639,7,CleanWaters,9,1,1,2
99910639,English10639,7,IconicPlacesandSpecies,8,-1,2,2
99910639,English10639,2,Foodprovision,1,1,1,3
99910639,English10639,2,AboriginalNeeds,2,-1,2,3
99910639,English10639,4,Foodprovision,1,1,1,4
99910639,English10639,4,AboriginalNeeds,2,-1,2,4
99910639,English10639,8,CleanWaters,9,1,1,5
99910639,English10639,8,IconicPlacesandSpecies,8,-1,2,5
99910639,English10639,1,Foodprovision,1,1,1,6
99910639,English10639,1,NonFoodProducts,3,-1,2,6
99910639,English10639,5,CleanWaters,9,1,1,7
99910639,English10639,5,AboriginalNeeds,2,-1,2,7
99910639,English10639,10,Foodprovision,1,1,1,8
99910639,English10639,10,Biodiversity,10,-1,2,8
99910639,English10639,3,CoastalProtection,5,1,1,9
99910639,English10639,3,IconicPlacesandSpecies,8,-1,2,9
99910639,English10639,9,CleanWaters,9,1,1,10
99910639,English10639,9,NonFoodProducts,3,-1,2,10
99910642,English10642,2,CleanWaters,9,1,1,1
99910642,English10642,2,AboriginalNeeds,2,-1,2,1
99910642,English10642,3,CarbonStorage,4,1,1,2
99910642,English10642,3,IconicPlacesandSpecies,8,-1,2,2
99910642,English10642,5,CleanWaters,9,1,1,3
99910642,English10642,5,AboriginalNeeds,2,-1,2,3
99910642,English10642,1,Foodprovision,1,1,1,4
99910642,English10642,1,CoastalProtection,5,-1,2,4
99910642,English10642,4,Foodprovision,1,1,1,5
99910642,English10642,4,AboriginalNeeds,2,-1,2,5
99910642,English10642,9,CleanWaters,9,1,1,6
