"","ID","Set","Choice","FoodProvision","AboriginalNeeds","NaturalProducts","CarbonStorage","CoastalProtection","CoastalLivelihoods","TourismRecreation","IconicPlacesSPecies","CleanWaters","Biodiversity"
"46",1,10,0,-1,0,0,0,0,0,0,0,0,0
"47",1,10,0,0,0,-1,0,0,0,0,0,0,0
"48",1,10,0,0,0,0,0,0,-1,0,0,0,0
"49",1,10,0,0,0,0,0,0,0,0,-1,0,0
"50",1,10,1,0,0,0,0,0,0,0,0,-1,0
"51",1,11,1,0,1,0,0,0,0,0,0,0,0
"52",1,11,0,0,0,1,0,0,0,0,0,0,0
"53",1,11,0,0,0,0,0,0,1,0,0,0,0
"54",1,11,0,0,0,0,0,0,0,1,0,0,0
"55",1,11,0,0,0,0,0,0,0,0,1,0,0
"56",1,12,0,0,-1,0,0,0,0,0,0,0,0
"57",1,12,0,0,0,-1,0,0,0,0,0,0,0
"58",1,12,1,0,0,0,0,0,-1,0,0,0,0
"59",1,12,0,0,0,0,0,0,0,-1,0,0,0
"60",1,12,0,0,0,0,0,0,0,0,-1,0,0
"61",1,13,0,0,0,1,0,0,0,0,0,0,0
"62",1,13,1,0,0,0,1,0,0,0,0,0,0
"63",1,13,0,0,0,0,0,1,0,0,0,0,0
"64",1,13,0,0,0,0,0,0,0,0,1,0,0
"65",1,13,0,0,0,0,0,0,0,0,0,0,1
"66",1,14,1,0,0,-1,0,0,0,0,0,0,0
"67",1,14,0,0,0,0,-1,0,0,0,0,0,0
"68",1,14,0,0,0,0,0,-1,0,0,0,0,0
"69",1,14,0,0,0,0,0,0,0,0,-1,0,0
"70",1,14,0,0,0,0,0,0,0,0,0,0,-1
"71",1,15,0,1,0,0,0,0,0,0,0,0,0
"72",1,15,0,0,1,0,0,0,0,0,0,0,0
"73",1,15,0,0,0,0,1,0,0,0,0,0,0
"74",1,15,1,0,0,0,0,1,0,0,0,0,0
"75",1,15,0,0,0,0,0,0,1,0,0,0,0
"76",1,16,0,-1,0,0,0,0,0,0,0,0,0
"77",1,16,0,0,-1,0,0,0,0,0,0,0,0
"78",1,16,1,0,0,0,-1,0,0,0,0,0,0
"79",1,16,0,0,0,0,0,-1,0,0,0,0,0
"80",1,16,0,0,0,0,0,0,-1,0,0,0,0
"81",1,17,0,0,1,0,0,0,0,0,0,0,0
"82",1,17,1,0,0,1,0,0,0,0,0,0,0
"83",1,17,0,0,0,0,1,0,0,0,0,0,0
"84",1,17,0,0,0,0,0,0,0,1,0,0,0
"85",1,17,0,0,0,0,0,0,0,0,0,1,0
"86",1,18,0,0,-1,0,0,0,0,0,0,0,0
"87",1,18,0,0,0,-1,0,0,0,0,0,0,0
"88",1,18,0,0,0,0,-1,0,0,0,0,0,0
"89",1,18,0,0,0,0,0,0,0,-1,0,0,0
"90",1,18,1,0,0,0,0,0,0,0,0,-1,0
"91",2,19,0,0,0,0,1,0,0,0,0,0,0
"92",2,19,0,0,0,0,0,1,0,0,0,0,0
"93",2,19,0,0,0,0,0,0,0,1,0,0,0
"94",2,19,1,0,0,0,0,0,0,0,1,0,0
"95",2,19,0,0,0,0,0,0,0,0,0,1,0
"96",2,20,0,0,0,0,-1,0,0,0,0,0,0
"97",2,20,0,0,0,0,0,-1,0,0,0,0,0
"98",2,20,1,0,0,0,0,0,0,-1,0,0,0
"99",2,20,0,0,0,0,0,0,0,0,-1,0,0
"100",2,20,0,0,0,0,0,0,0,0,0,-1,0
"101",2,21,0,0,1,0,0,0,0,0,0,0,0
"102",2,21,0,0,0,1,0,0,0,0,0,0,0
"103",2,21,0,0,0,0,1,0,0,0,0,0,0
"104",2,21,0,0,0,0,0,0,0,1,0,0,0
"105",2,21,1,0,0,0,0,0,0,0,0,1,0
"106",2,22,1,0,-1,0,0,0,0,0,0,0,0
"107",2,22,0,0,0,-1,0,0,0,0,0,0,0
"108",2,22,0,0,0,0,-1,0,0,0,0,0,0
"109",2,22,0,0,0,0,0,0,0,-1,0,0,0
"110",2,22,0,0,0,0,0,0,0,0,0,-1,0
"111",2,23,0,0,1,0,0,0,0,0,0,0,0
"112",2,23,0,0,0,0,0,1,0,0,0,0,0
"113",2,23,0,0,0,0,0,0,1,0,0,0,0
"114",2,23,1,0,0,0,0,0,0,0,0,1,0
"115",2,23,0,0,0,0,0,0,0,0,0,0,1
"116",2,24,1,0,-1,0,0,0,0,0,0,0,0
"117",2,24,0,0,0,0,0,-1,0,0,0,0,0
"118",2,24,0,0,0,0,0,0,-1,0,0,0,0
"119",2,24,0,0,0,0,0,0,0,0,0,-1,0
"120",2,24,0,0,0,0,0,0,0,0,0,0,-1
"121",2,25,0,0,1,0,0,0,0,0,0,0,0
"122",2,25,0,0,0,1,0,0,0,0,0,0,0
"123",2,25,0,0,0,0,0,0,1,0,0,0,0
"124",2,25,0,0,0,0,0,0,0,1,0,0,0
"125",2,25,1,0,0,0,0,0,0,0,1,0,0
"126",2,26,1,0,-1,0,0,0,0,0,0,0,0
"127",2,26,0,0,0,-1,0,0,0,0,0,0,0
"128",2,26,0,0,0,0,0,0,-1,0,0,0,0
"129",2,26,0,0,0,0,0,0,0,-1,0,0,0
"130",2,26,0,0,0,0,0,0,0,0,-1,0,0
"131",2,27,0,1,0,0,0,0,0,0,0,0,0
"132",2,27,0,0,0,0,1,0,0,0,0,0,0
"133",2,27,0,0,0,0,0,0,1,0,0,0,0
"134",2,27,0,0,0,0,0,0,0,1,0,0,0
"135",2,27,1,0,0,0,0,0,0,0,0,0,1
"136",2,28,0,-1,0,0,0,0,0,0,0,0,0
"137",2,28,0,0,0,0,-1,0,0,0,0,0,0
"138",2,28,1,0,0,0,0,0,-1,0,0,0,0
"139",2,28,0,0,0,0,0,0,0,-1,0,0,0
"140",2,28,0,0,0,0,0,0,0,0,0,0,-1
"141",2,29,0,1,0,0,0,0,0,0,0,0,0
"142",2,29,0,0,1,0,0,0,0,0,0,0,0
"143",2,29,0,0,0,0,0,0,0,0,1,0,0
"144",2,29,1,0,0,0,0,0,0,0,0,1,0
"145",2,29,0,0,0,0,0,0,0,0,0,0,1
"146",2,30,0,-1,0,0,0,0,0,0,0,0,0
"147",2,30,1,0,-1,0,0,0,0,0,0,0,0
"148",2,30,0,0,0,0,0,0,0,0,-1,0,0
"149",2,30,0,0,0,0,0,0,0,0,0,-1,0
"150",2,30,0,0,0,0,0,0,0,0,0,0,-1
"151",2,31,0,0,0,1,0,0,0,0,0,0,0
"152",2,31,0,0,0,0,1,0,0,0,0,0,0
"153",2,31,0,0,0,0,0,1,0,0,0,0,0
"154",2,31,0,0,0,0,0,0,0,0,1,0,0
"155",2,31,1,0,0,0,0,0,0,0,0,0,1
"156",2,32,1,0,0,-1,0,0,0,0,0,0,0
"157",2,32,0,0,0,0,-1,0,0,0,0,0,0
"158",2,32,0,0,0,0,0,-1,0,0,0,0,0
"159",2,32,0,0,0,0,0,0,0,0,-1,0,0
"160",2,32,0,0,0,0,0,0,0,0,0,0,-1
"161",2,33,0,1,0,0,0,0,0,0,0,0,0
"162",2,33,0,0,0,1,0,0,0,0,0,0,0
"163",2,33,1,0,0,0,0,1,0,0,0,0,0
"164",2,33,0,0,0,0,0,0,0,1,0,0,0
"165",2,33,0,0,0,0,0,0,0,0,0,0,1
"166",2,34,0,-1,0,0,0,0,0,0,0,0,0
"167",2,34,1,0,0,-1,0,0,0,0,0,0,0
"168",2,34,0,0,0,0,0,-1,0,0,0,0,0
"169",2,34,0,0,0,0,0,0,0,-1,0,0,0
"170",2,34,0,0,0,0,0,0,0,0,0,0,-1
"171",2,35,0,1,0,0,0,0,0,0,0,0,0
"172",2,35,0,0,1,0,0,0,0,0,0,0,0
"173",2,35,0,0,0,0,1,0,0,0,0,0,0
"174",2,35,1,0,0,0,0,1,0,0,0,0,0
"175",2,35,0,0,0,0,0,0,1,0,0,0,0
"176",2,36,0,-1,0,0,0,0,0,0,0,0,0
"177",2,36,1,0,-1,0,0,0,0,0,0,0,0
"178",2,36,0,0,0,0,-1,0,0,0,0,0,0
"179",2,36,0,0,0,0,0,-1,0,0,0,0,0
"180",2,36,0,0,0,0,0,0,-1,0,0,0,0
"181",2,37,0,0,0,0,1,0,0,0,0,0,0
"182",2,37,0,0,0,0,0,1,0,0,0,0,0
"183",2,37,0,0,0,0,0,0,0,1,0,0,0
"184",2,37,0,0,0,0,0,0,0,0,1,0,0
"185",2,37,1,0,0,0,0,0,0,0,0,1,0
"186",2,38,0,0,0,0,-1,0,0,0,0,0,0
"187",2,38,0,0,0,0,0,-1,0,0,0,0,0
"188",2,38,1,0,0,0,0,0,0,-1,0,0,0
"189",2,38,0,0,0,0,0,0,0,0,-1,0,0
"190",2,38,0,0,0,0,0,0,0,0,0,-1,0
"191",3,39,0,1,0,0,0,0,0,0,0,0,0
"192",3,39,0,0,0,1,0,0,0,0,0,0,0
"193",3,39,0,0,0,0,0,0,1,0,0,0,0
"194",3,39,0,0,0,0,0,0,0,0,1,0,0
"195",3,39,1,0,0,0,0,0,0,0,0,1,0
"196",3,40,0,-1,0,0,0,0,0,0,0,0,0
"197",3,40,1,0,0,-1,0,0,0,0,0,0,0
"198",3,40,0,0,0,0,0,0,-1,0,0,0,0
"199",3,40,0,0,0,0,0,0,0,0,-1,0,0
"200",3,40,0,0,0,0,0,0,0,0,0,-1,0
"201",3,41,0,0,1,0,0,0,0,0,0,0,0
"202",3,41,0,0,0,1,0,0,0,0,0,0,0
"203",3,41,1,0,0,0,0,0,1,0,0,0,0
"204",3,41,0,0,0,0,0,0,0,1,0,0,0
"205",3,41,0,0,0,0,0,0,0,0,1,0,0
"206",3,42,0,0,-1,0,0,0,0,0,0,0,0
"207",3,42,0,0,0,-1,0,0,0,0,0,0,0
"208",3,42,0,0,0,0,0,0,-1,0,0,0,0
"209",3,42,1,0,0,0,0,0,0,-1,0,0,0
"210",3,42,0,0,0,0,0,0,0,0,-1,0,0
"211",3,43,1,1,0,0,0,0,0,0,0,0,0
"212",3,43,0,0,1,0,0,0,0,0,0,0,0
"213",3,43,0,0,0,0,1,0,0,0,0,0,0
"214",3,43,0,0,0,0,0,1,0,0,0,0,0
"215",3,43,0,0,0,0,0,0,1,0,0,0,0
"216",3,44,0,-1,0,0,0,0,0,0,0,0,0
"217",3,44,1,0,-1,0,0,0,0,0,0,0,0
"218",3,44,0,0,0,0,-1,0,0,0,0,0,0
"219",3,44,0,0,0,0,0,-1,0,0,0,0,0
"220",3,44,0,0,0,0,0,0,-1,0,0,0,0
"221",3,45,0,0,0,0,1,0,0,0,0,0,0
"222",3,45,0,0,0,0,0,1,0,0,0,0,0
"223",3,45,0,0,0,0,0,0,0,1,0,0,0
"224",3,45,0,0,0,0,0,0,0,0,1,0,0
"225",3,45,1,0,0,0,0,0,0,0,0,1,0
"226",3,46,0,0,0,0,-1,0,0,0,0,0,0
"227",3,46,0,0,0,0,0,-1,0,0,0,0,0
"228",3,46,1,0,0,0,0,0,0,-1,0,0,0
"229",3,46,0,0,0,0,0,0,0,0,-1,0,0
"230",3,46,0,0,0,0,0,0,0,0,0,-1,0
"231",3,47,0,0,1,0,0,0,0,0,0,0,0
"232",3,47,0,0,0,1,0,0,0,0,0,0,0
"233",3,47,0,0,0,0,1,0,0,0,0,0,0
"234",3,47,0,0,0,0,0,0,0,1,0,0,0
"235",3,47,1,0,0,0,0,0,0,0,0,1,0
"236",3,48,1,0,-1,0,0,0,0,0,0,0,0
"237",3,48,0,0,0,-1,0,0,0,0,0,0,0
"238",3,48,0,0,0,0,-1,0,0,0,0,0,0
"239",3,48,0,0,0,0,0,0,0,-1,0,0,0
"240",3,48,0,0,0,0,0,0,0,0,0,-1,0
"241",3,49,0,0,0,1,0,0,0,0,0,0,0
"242",3,49,0,0,0,0,1,0,0,0,0,0,0
"243",3,49,0,0,0,0,0,1,0,0,0,0,0
"244",3,49,0,0,0,0,0,0,0,0,1,0,0
"245",3,49,1,0,0,0,0,0,0,0,0,0,1
"246",3,50,1,0,0,-1,0,0,0,0,0,0,0
"247",3,50,0,0,0,0,-1,0,0,0,0,0,0
"248",3,50,0,0,0,0,0,-1,0,0,0,0,0
"249",3,50,0,0,0,0,0,0,0,0,-1,0,0
"250",3,50,0,0,0,0,0,0,0,0,0,0,-1
"251",3,51,1,1,0,0,0,0,0,0,0,0,0
"252",3,51,0,0,0,0,1,0,0,0,0,0,0
"253",3,51,0,0,0,0,0,0,1,0,0,0,0
"254",3,51,0,0,0,0,0,0,0,1,0,0,0
"255",3,51,0,0,0,0,0,0,0,0,0,0,1
"256",3,52,0,-1,0,0,0,0,0,0,0,0,0
"257",3,52,0,0,0,0,-1,0,0,0,0,0,0
"258",3,52,0,0,0,0,0,0,-1,0,0,0,0
"259",3,52,1,0,0,0,0,0,0,-1,0,0,0
"260",3,52,0,0,0,0,0,0,0,0,0,0,-1
"261",3,53,1,1,0,0,0,0,0,0,0,0,0
"262",3,53,0,0,1,0,0,0,0,0,0,0,0
"263",3,53,0,0,0,0,0,0,0,0,1,0,0
"264",3,53,0,0,0,0,0,0,0,0,0,1,0
"265",3,53,0,0,0,0,0,0,0,0,0,0,1
"266",3,54,0,-1,0,0,0,0,0,0,0,0,0
"267",3,54,1,0,-1,0,0,0,0,0,0,0,0
"268",3,54,0,0,0,0,0,0,0,0,-1,0,0
"269",3,54,0,0,0,0,0,0,0,0,0,-1,0
"270",3,54,0,0,0,0,0,0,0,0,0,0,-1
"271",3,55,0,0,1,0,0,0,0,0,0,0,0
"272",3,55,0,0,0,0,0,1,0,0,0,0,0
"273",3,55,0,0,0,0,0,0,1,0,0,0,0
"274",3,55,1,0,0,0,0,0,0,0,0,1,0
"275",3,55,0,0,0,0,0,0,0,0,0,0,1
"276",3,56,1,0,-1,0,0,0,0,0,0,0,0
"277",3,56,0,0,0,0,0,-1,0,0,0,0,0
"278",3,56,0,0,0,0,0,0,-1,0,0,0,0
"279",3,56,0,0,0,0,0,0,0,0,0,-1,0
"280",3,56,0,0,0,0,0,0,0,0,0,0,-1
"281",3,57,1,1,0,0,0,0,0,0,0,0,0
"282",3,57,0,0,0,1,0,0,0,0,0,0,0
"283",3,57,0,0,0,0,0,0,1,0,0,0,0
"284",3,57,0,0,0,0,0,0,0,0,1,0,0
"285",3,57,0,0,0,0,0,0,0,0,0,1,0
"286",3,58,0,-1,0,0,0,0,0,0,0,0,0
"287",3,58,1,0,0,-1,0,0,0,0,0,0,0
"288",3,58,0,0,0,0,0,0,-1,0,0,0,0
"289",3,58,0,0,0,0,0,0,0,0,-1,0,0
"290",3,58,0,0,0,0,0,0,0,0,0,-1,0
"291",4,59,1,1,0,0,0,0,0,0,0,0,0
"292",4,59,0,0,0,1,0,0,0,0,0,0,0
"293",4,59,0,0,0,0,0,1,0,0,0,0,0
"294",4,59,0,0,0,0,0,0,0,1,0,0,0
"295",4,59,0,0,0,0,0,0,0,0,0,0,1
"296",4,60,0,-1,0,0,0,0,0,0,0,0,0
"297",4,60,0,0,0,-1,0,0,0,0,0,0,0
"298",4,60,0,0,0,0,0,-1,0,0,0,0,0
"299",4,60,1,0,0,0,0,0,0,-1,0,0,0
"300",4,60,0,0,0,0,0,0,0,0,0,0,-1
"301",4,61,0,0,1,0,0,0,0,0,0,0,0
"302",4,61,0,0,0,1,0,0,0,0,0,0,0
"303",4,61,0,0,0,0,0,0,1,0,0,0,0
"304",4,61,0,0,0,0,0,0,0,1,0,0,0
"305",4,61,1,0,0,0,0,0,0,0,1,0,0
"306",4,62,1,0,-1,0,0,0,0,0,0,0,0
"307",4,62,0,0,0,-1,0,0,0,0,0,0,0
"308",4,62,0,0,0,0,0,0,-1,0,0,0,0
"309",4,62,0,0,0,0,0,0,0,-1,0,0,0
"310",4,62,0,0,0,0,0,0,0,0,-1,0,0
"311",4,63,0,1,0,0,0,0,0,0,0,0,0
"312",4,63,0,0,0,0,1,0,0,0,0,0,0
"313",4,63,0,0,0,0,0,0,1,0,0,0,0
"314",4,63,0,0,0,0,0,0,0,1,0,0,0
"315",4,63,1,0,0,0,0,0,0,0,0,0,1
"316",4,64,0,-1,0,0,0,0,0,0,0,0,0
"317",4,64,0,0,0,0,-1,0,0,0,0,0,0
"318",4,64,0,0,0,0,0,0,-1,0,0,0,0
"319",4,64,1,0,0,0,0,0,0,-1,0,0,0
"320",4,64,0,0,0,0,0,0,0,0,0,0,-1
"321",4,65,0,1,0,0,0,0,0,0,0,0,0
"322",4,65,0,0,0,1,0,0,0,0,0,0,0
"323",4,65,0,0,0,0,0,1,0,0,0,0,0
"324",4,65,0,0,0,0,0,0,0,1,0,0,0
"325",4,65,1,0,0,0,0,0,0,0,0,0,1
"326",4,66,0,-1,0,0,0,0,0,0,0,0,0
"327",4,66,0,0,0,-1,0,0,0,0,0,0,0
"328",4,66,0,0,0,0,0,-1,0,0,0,0,0
"329",4,66,1,0,0,0,0,0,0,-1,0,0,0
"330",4,66,0,0,0,0,0,0,0,0,0,0,-1
"331",4,67,0,0,0,1,0,0,0,0,0,0,0
"332",4,67,0,0,0,0,1,0,0,0,0,0,0
"333",4,67,0,0,0,0,0,1,0,0,0,0,0
"334",4,67,0,0,0,0,0,0,0,0,1,0,0
"335",4,67,1,0,0,0,0,0,0,0,0,0,1
"336",4,68,0,0,0,-1,0,0,0,0,0,0,0
"337",4,68,0,0,0,0,-1,0,0,0,0,0,0
"338",4,68,0,0,0,0,0,-1,0,0,0,0,0
"339",4,68,1,0,0,0,0,0,0,0,-1,0,0
"340",4,68,0,0,0,0,0,0,0,0,0,0,-1
"341",4,69,1,1,0,0,0,0,0,0,0,0,0
"342",4,69,0,0,1,0,0,0,0,0,0,0,0
"343",4,69,0,0,0,0,1,0,0,0,0,0,0
"344",4,69,0,0,0,0,0,1,0,0,0,0,0
"345",4,69,0,0,0,0,0,0,1,0,0,0,0
"346",4,70,0,-1,0,0,0,0,0,0,0,0,0
"347",4,70,1,0,-1,0,0,0,0,0,0,0,0
"348",4,70,0,0,0,0,-1,0,0,0,0,0,0
"349",4,70,0,0,0,0,0,-1,0,0,0,0,0
"350",4,70,0,0,0,0,0,0,-1,0,0,0,0
"351",4,71,0,0,1,0,0,0,0,0,0,0,0
"352",4,71,0,0,0,1,0,0,0,0,0,0,0
"353",4,71,0,0,0,0,1,0,0,0,0,0,0
"354",4,71,0,0,0,0,0,0,0,1,0,0,0
"355",4,71,1,0,0,0,0,0,0,0,0,1,0
"356",4,72,1,0,-1,0,0,0,0,0,0,0,0
"357",4,72,0,0,0,-1,0,0,0,0,0,0,0
"358",4,72,0,0,0,0,-1,0,0,0,0,0,0
"359",4,72,0,0,0,0,0,0,0,-1,0,0,0
"360",4,72,0,0,0,0,0,0,0,0,0,-1,0
"361",4,73,0,1,0,0,0,0,0,0,0,0,0
"362",4,73,0,0,1,0,0,0,0,0,0,0,0
"363",4,73,0,0,0,0,0,0,0,0,1,0,0
"364",4,73,0,0,0,0,0,0,0,0,0,1,0
"365",4,73,1,0,0,0,0,0,0,0,0,0,1
"366",4,74,0,-1,0,0,0,0,0,0,0,0,0
"367",4,74,1,0,-1,0,0,0,0,0,0,0,0
"368",4,74,0,0,0,0,0,0,0,0,-1,0,0
"369",4,74,0,0,0,0,0,0,0,0,0,-1,0
"370",4,74,0,0,0,0,0,0,0,0,0,0,-1
"371",4,75,1,1,0,0,0,0,0,0,0,0,0
"372",4,75,0,0,0,1,0,0,0,0,0,0,0
"373",4,75,0,0,0,0,0,0,1,0,0,0,0
"374",4,75,0,0,0,0,0,0,0,0,1,0,0
"375",4,75,0,0,0,0,0,0,0,0,0,1,0
"376",4,76,0,-1,0,0,0,0,0,0,0,0,0
"377",4,76,0,0,0,-1,0,0,0,0,0,0,0
"378",4,76,0,0,0,0,0,0,-1,0,0,0,0
"379",4,76,1,0,0,0,0,0,0,0,-1,0,0
"380",4,76,0,0,0,0,0,0,0,0,0,-1,0
"381",4,77,0,0,1,0,0,0,0,0,0,0,0
"382",4,77,0,0,0,0,0,1,0,0,0,0,0
"383",4,77,0,0,0,0,0,0,1,0,0,0,0
"384",4,77,0,0,0,0,0,0,0,0,0,1,0
"385",4,77,1,0,0,0,0,0,0,0,0,0,1
"386",4,78,1,0,-1,0,0,0,0,0,0,0,0
"387",4,78,0,0,0,0,0,-1,0,0,0,0,0
"388",4,78,0,0,0,0,0,0,-1,0,0,0,0
"389",4,78,0,0,0,0,0,0,0,0,0,-1,0
"390",4,78,0,0,0,0,0,0,0,0,0,0,-1
"391",5,79,0,0,0,0,1,0,0,0,0,0,0
"392",5,79,0,0,0,0,0,1,0,0,0,0,0
"393",5,79,0,0,0,0,0,0,0,1,0,0,0
"394",5,79,0,0,0,0,0,0,0,0,1,0,0
"395",5,79,1,0,0,0,0,0,0,0,0,1,0
"396",5,80,0,0,0,0,-1,0,0,0,0,0,0
"397",5,80,0,0,0,0,0,-1,0,0,0,0,0
"398",5,80,1,0,0,0,0,0,0,-1,0,0,0
"399",5,80,0,0,0,0,0,0,0,0,-1,0,0
"400",5,80,0,0,0,0,0,0,0,0,0,-1,0
"401",5,81,1,1,0,0,0,0,0,0,0,0,0
"402",5,81,0,0,0,1,0,0,0,0,0,0,0
"403",5,81,0,0,0,0,0,0,1,0,0,0,0
"404",5,81,0,0,0,0,0,0,0,0,1,0,0
"405",5,81,0,0,0,0,0,0,0,0,0,1,0
"406",5,82,0,-1,0,0,0,0,0,0,0,0,0
"407",5,82,0,0,0,-1,0,0,0,0,0,0,0
"408",5,82,0,0,0,0,0,0,-1,0,0,0,0
"409",5,82,0,0,0,0,0,0,0,0,-1,0,0
"410",5,82,1,0,0,0,0,0,0,0,0,-1,0
"411",5,83,0,0,0,0,1,0,0,0,0,0,0
"412",5,83,0,0,0,0,0,1,0,0,0,0,0
"413",5,83,1,0,0,0,0,0,0,1,0,0,0
"414",5,83,0,0,0,0,0,0,0,0,1,0,0
"415",5,83,0,0,0,0,0,0,0,0,0,1,0
"416",5,84,1,0,0,0,-1,0,0,0,0,0,0
"417",5,84,0,0,0,0,0,-1,0,0,0,0,0
"418",5,84,0,0,0,0,0,0,0,-1,0,0,0
"419",5,84,0,0,0,0,0,0,0,0,-1,0,0
"420",5,84,0,0,0,0,0,0,0,0,0,-1,0
"421",5,85,1,1,0,0,0,0,0,0,0,0,0
"422",5,85,0,0,1,0,0,0,0,0,0,0,0
"423",5,85,0,0,0,0,0,0,0,0,1,0,0
"424",5,85,0,0,0,0,0,0,0,0,0,1,0
"425",5,85,0,0,0,0,0,0,0,0,0,0,1
"426",5,86,0,-1,0,0,0,0,0,0,0,0,0
"427",5,86,1,0,-1,0,0,0,0,0,0,0,0
"428",5,86,0,0,0,0,0,0,0,0,-1,0,0
"429",5,86,0,0,0,0,0,0,0,0,0,-1,0
"430",5,86,0,0,0,0,0,0,0,0,0,0,-1
"431",5,87,0,0,1,0,0,0,0,0,0,0,0
"432",5,87,0,0,0,0,0,1,0,0,0,0,0
"433",5,87,1,0,0,0,0,0,1,0,0,0,0
"434",5,87,0,0,0,0,0,0,0,0,0,1,0
"435",5,87,0,0,0,0,0,0,0,0,0,0,1
"436",5,88,1,0,-1,0,0,0,0,0,0,0,0
"437",5,88,0,0,0,0,0,-1,0,0,0,0,0
"438",5,88,0,0,0,0,0,0,-1,0,0,0,0
"439",5,88,0,0,0,0,0,0,0,0,0,-1,0
"440",5,88,0,0,0,0,0,0,0,0,0,0,-1
"441",5,89,1,0,0,1,0,0,0,0,0,0,0
"442",5,89,0,0,0,0,1,0,0,0,0,0,0
"443",5,89,0,0,0,0,0,1,0,0,0,0,0
"444",5,89,0,0,0,0,0,0,0,0,1,0,0
"445",5,89,0,0,0,0,0,0,0,0,0,0,1
"446",5,90,0,0,0,-1,0,0,0,0,0,0,0
"447",5,90,1,0,0,0,-1,0,0,0,0,0,0
"448",5,90,0,0,0,0,0,-1,0,0,0,0,0
"449",5,90,0,0,0,0,0,0,0,0,-1,0,0
"450",5,90,0,0,0,0,0,0,0,0,0,0,-1
"451",5,91,1,1,0,0,0,0,0,0,0,0,0
"452",5,91,0,0,0,0,1,0,0,0,0,0,0
"453",5,91,0,0,0,0,0,0,1,0,0,0,0
"454",5,91,0,0,0,0,0,0,0,1,0,0,0
"455",5,91,0,0,0,0,0,0,0,0,0,0,1
"456",5,92,0,-1,0,0,0,0,0,0,0,0,0
"457",5,92,1,0,0,0,-1,0,0,0,0,0,0
"458",5,92,0,0,0,0,0,0,-1,0,0,0,0
"459",5,92,0,0,0,0,0,0,0,-1,0,0,0
"460",5,92,0,0,0,0,0,0,0,0,0,0,-1
"461",5,93,1,1,0,0,0,0,0,0,0,0,0
"462",5,93,0,0,0,1,0,0,0,0,0,0,0
"463",5,93,0,0,0,0,0,1,0,0,0,0,0
"464",5,93,0,0,0,0,0,0,0,1,0,0,0
"465",5,93,0,0,0,0,0,0,0,0,0,0,1
"466",5,94,0,-1,0,0,0,0,0,0,0,0,0
"467",5,94,0,0,0,-1,0,0,0,0,0,0,0
